Fecha,Tasa_efectiva_promedio_ponderada,Montos_desembolsados,Numero_de_creditos_desembolsados,Plazo
45226,17.65,111486900,1,3
45261,17.35,20000000,1,2
45205,13.25,48100000,1,4
45198,17.55,164000000,1,4
45261,4.84,70000000,1,2
45198,18.15,1979269000,6,4
45226,8.8,75771020,1,4
45233,9.91,240000000,1,4
45289,19.35,200000000,1,3
45240,14,88000000,1,3
45051,20.18,30000000,1,2
45226,16.9,35000000,1,2
45205,15.95,281052800,1,4
45226,17.7,53000000,1,4
45296,13.25,124600000,1,4
45198,14,101000000,1,4
45254,14.78,91290000,4,1
45261,13.25,56200000,1,4
45261,17.25,358000000,2,4
45100,21.98,84000000,1,4
45219,6.82,227657380,1,4
45240,19.35,26888100,1,3
45233,14.15,192000000,2,3
45254,8.6,89900000,1,5
45198,17,60000000,1,3
45226,13.25,120000000,1,4
45240,18.58,100000000,1,5
45044,16.63,48400000,2,1
45233,17.52,599000000,3,3
45254,14,85071430,1,4
45198,18.75,661000000,1,3
45212,14,38000000,1,4
45142,18.47,525500000,8,1
45233,5,281784870,5,5
45198,7.5,66970480,1,4
45268,12.04,85270520,1,3
44960,11.91,284999900,4,5
45247,5,481300000,5,5
45268,8.7,72100000,1,4
45212,14,43500000,1,4
45261,13.25,41000000,1,4
45149,17.77,112448000,1,5
45275,14,109660000,1,4
44981,19.4,254292000,4,1
45212,17.45,300000000,1,2
45198,8.76,330492820,4,5
45268,15.12,55862400,1,4
45240,17.74,30500000,1,4
45233,13.25,135000000,1,4
45198,18.8,50000000,1,4
45289,14.5,74000000,1,4
45296,19.35,122000000,1,3
45205,18.45,141584000,1,3
45198,14,42159810,1,4
45198,18.05,10000000,1,3
45205,13.25,100000000,1,3
44953,20.42,320000000,1,4
45086,16.1,250000000,1,1
45198,17.62,223150000,2,3
45261,5,59900000,1,4
45261,16.55,250000000,1,3
45219,18.45,192155000,1,4
45289,14,91180500,1,4
45261,14,86900000,1,4
45275,17.16,212500000,1,4
45247,17.35,35000000,1,1
45240,14,108000000,1,5
45198,9.55,63300000,1,4
45289,5,89320000,1,4
45289,17.45,175000000,1,4
45296,17.96,704000000,2,4
45289,14,98000000,1,4
45198,9.9,60000000,1,4
45219,14.95,164673000,3,3
44988,22.82,92000000,1,3
45282,15.48,82550000,2,4
45226,7.31,132774000,1,5
45275,14.81,213727348,3,5
45254,18.9,80000000,1,3
44981,19.1,170000000,4,1
45233,9.75,140000000,1,4
45275,15.12,243766278,2,4
45233,16.55,576000000,1,4
45282,18.62,647000000,1,4
45233,5,113625500,2,5
45254,14,129108000,1,4
45275,13.25,106357680,1,4
45093,14.72,144703620,6,1
45198,18.75,176000000,2,3
45296,14,165750000,2,4
45289,18.58,163111410,1,5
45226,14,37120000,1,4
45226,16.77,850000000,1,5
45282,16.55,212800000,1,4
45219,17.6,188956340,1,4
45275,15.15,181618609,2,4
45240,18.5,100000000,1,3
45254,16.06,314500000,1,4
45219,13.25,91362320,1,4
45233,18.36,788500000,3,4
45086,14,333000000,3,4
45240,14.3,100000000,1,4
45275,18,100000000,1,2
45261,18.05,407352400,1,4
45261,13.87,171098750,2,4
45219,14,43419000,1,4
45226,17.6,221270000,1,3
45233,16.55,280000000,1,4
45261,7.4,107261760,1,4
45205,19.13,170000000,1,4
45233,4.75,124000000,1,4
44995,16.74,1034835000,5,4
45296,14,75000000,1,4
45296,14,87000000,1,3
45240,14.03,504600000,1,4
45226,14,49868000,1,4
45212,14,63474000,1,4
45198,17.05,126000000,1,4
45198,13.46,282500000,3,4
45282,14,23664220,1,4
45254,18.61,180000000,1,4
45254,13.94,461000000,2,4
45289,14.3,87750000,1,5
45198,13.25,104800000,1,4
45226,18.45,122500000,1,4
45058,17.95,115000000,1,3
45212,13.25,107187500,1,4
45275,14,29783682,1,4
45289,5,104344220,2,5
45261,16.61,100000000,1,4
45226,18.05,30000000,1,3
45247,15.9,43000000,1,2
45275,5,84075235,1,4
45254,18.45,187558000,1,3
45184,18.95,461165960,8,3
45198,17.9,80000000,1,1
45107,16.9,186000000,1,4
45205,14,74500000,1,3
45212,8.8,43422300,1,4
45261,14,68640000,1,4
45282,16.07,250000000,1,4
45065,20.15,2957083000,28,3
45289,19.21,185000000,1,5
45205,5,106836100,1,4
45198,19.2,60000000,1,3
45289,15.75,113400000,1,4
45079,20.15,75000000,1,2
45247,14,100000000,1,4
45282,16.35,15000000,1,4
45114,16.53,478000000,2,5
45240,14,91080000,1,3
45296,15.84,34000000,1,2
45275,8.7,86000000,1,5
45205,14,80500000,1,4
45261,18.44,150000000,1,3
45282,14,58850000,1,4
45219,8.8,54320000,1,5
45240,16.15,168196900,1,4
45009,17.75,30000000,1,3
45219,18.75,87975000,1,3
45233,17.7,20000000,1,3
45219,9.3,98000000,1,4
45289,13.25,80616000,1,4
45275,14.4,190000000,1,3
45296,17.5,50000000,1,4
45275,17.55,349668791.8,1,4
45135,17.8,25000000,1,3
45240,17.3,318720000,3,4
45289,5,130000000,1,3
45205,19,210394800,1,5
45282,16.85,109000000,1,4
45282,15.45,120000000,1,4
45219,18.16,38725950,1,5
45240,15.9,27000000,1,1
45044,16.28,156300000,4,2
45233,19.15,110000000,1,3
45114,18.38,95500000,2,3
45030,21.57,166530000,1,5
45261,4.9,60000000,1,3
45275,17.18,138186589,1,4
45268,9.1,626400000,9,5
45142,13.59,194000000,4,1
45219,16.95,164010000,1,4
45254,17.6,250000000,1,4
45226,17.65,100000000,1,3
45247,17.6,80000000,1,2
45247,14,386436100,4,4
45289,18.75,50000000,1,3
45149,18.45,360533420,2,3
45275,15.75,121800000,1,3
45114,17.92,138550000,7,1
45177,17.7,2662000000,9,4
45289,15.75,86002000,1,4
45275,5,521025716,6,5
45261,17.05,94500000,1,4
45282,15.99,72000000,1,4
45198,17.55,252000000,1,4
45198,14,80000000,1,5
45261,19.32,364000000,1,3
45247,14,86000000,1,4
45198,16.6,242200000,1,4
45268,17.6,295000000,1,4
45261,18.47,238000000,1,5
45289,7.6,59500000,1,5
45289,14,330820000,4,4
45289,16.27,139000000,1,2
45198,15.06,1420000000,1,4
45254,16.75,131200000,1,4
45247,17.6,95000000,1,4
45275,8.9,291176200,1,5
45114,16.85,536500000,2,5
45233,19.3,25400000,1,3
45282,13.25,99600000,1,3
45261,13.64,757487000,7,3
45233,13.49,238000000,1,4
45065,17.75,361326550,2,3
45289,17.6,250000000,1,3
44988,18.29,13272896490,67,4
45233,5,241800000,2,5
45296,5,73000000,1,5
45233,15.5,120000000,1,3
45261,15.55,207635480,4,4
45233,17.36,101000000,2,1
45254,16.06,455000000,1,4
45226,16.68,230000000,3,3
45261,21,43000000,1,4
45261,18.45,155000000,1,3
45261,19.35,64000000,1,3
45198,17.94,435000000,2,4
45240,18.83,59202800,1,5
45289,7.6,89533000,1,4
45219,13.72,98020000,1,4
45205,19.3,20900000,1,3
45275,17.04,256655306,1,3
45261,5,98600000,1,5
45254,16.9,137720700,2,4
45254,13.25,80000000,1,4
45219,15.84,17000000,1,3
45163,19.81,300000000,1,3
45135,17.24,116305000,1,3
45240,17.25,45000000,1,4
45275,14.46,1285536216,15,3
45261,15.45,153954800,2,4
45289,16.59,439400000,2,4
45240,5,70200000,1,4
45219,16.45,34234130,1,4
45219,14,60000000,1,4
45212,18.35,400000000,1,4
45296,19.3,20000000,1,3
44953,19.93,588500000,6,1
45261,13.86,595923000,5,4
45261,14,139200000,1,5
44988,18.18,64000000,3,1
45247,16.88,292000000,2,4
45079,19.73,110000000,3,1
45261,21,32310400,1,3
45282,17.6,143376100,1,4
45198,9.27,87220000,1,4
45247,17.65,80000000,1,3
45233,16,29000000,1,2
45282,14,74245000,1,5
45226,17.6,129000000,1,4
45268,14.8,274609200,3,4
45198,18.35,179900000,1,4
45240,5,136800000,1,4
45254,14,109620000,1,4
45254,5,139200000,1,3
45226,14,86000000,1,3
45226,14,100000000,1,4
45198,13.18,157600000,2,3
45254,16.15,60000000,1,4
45212,17.55,300000000,1,4
45233,14,64600000,1,4
45282,15.9,290000000,1,4
45275,17.6,205900000,1,4
45268,8.95,124000000,1,4
45254,14,99620500,1,4
45296,18.05,177623000,1,4
45275,18,26735691,1,4
45275,7.6,173600000,2,5
45205,13.41,234374200,3,4
45275,19.85,109000000,1,4
45282,20.35,86200000,1,4
45226,8.6,82280610,1,4
45289,18.6,208748080,1,4
45170,21.84,26540850,2,1
45268,19.3,60000000,1,3
45226,5,164240000,2,5
45212,14,271790000,3,4
45240,5,381379820,4,5
45254,13.3,228865760,1,3
45009,19.49,292786970,3,4
45219,17.35,94200000,1,4
45289,7.98,343000000,1,4
45226,16.75,66500000,1,4
45219,14,119040000,1,4
45268,14,24000000,1,4
45254,9.9,104000000,1,5
45205,5,170100000,2,4
45261,5,90350000,1,5
45261,17.12,509600000,8,3
45275,17.2,128846378,1,4
45268,8.42,503723600,6,5
45198,18.05,42867000,1,4
45289,15.9,88400000,1,4
45275,14,108300000,1,4
45268,17.5,80000000,1,4
45261,17.75,225000000,1,1
45198,5.75,115000000,1,4
45296,14,121800000,1,4
45296,14,142634680,2,3
44939,18.07,374744600,3,2
45030,18.39,2658000000,4,4
45198,18.16,340568960,1,4
45233,17.8,10000000,1,1
45261,14.03,300000000,1,4
45261,14,60000000,1,4
45198,8.8,52990150,1,5
45268,18.45,160000000,1,4
45163,19.84,217070000,1,4
45289,19.35,80000000,1,3
45205,13.95,32500000,1,4
45233,5,72830000,1,5
45296,15.12,219284720,2,5
45205,17.6,145000000,1,4
45296,17,30000000,1,3
45205,14,234820000,2,4
45254,19.56,270000000,1,5
45093,18.05,52403550,1,1
45219,17.6,250000000,1,3
45296,15.12,114561893,1,5
45261,15.25,47500000,1,4
45275,14,61060950,1,4
45289,17.45,150000000,1,3
45205,5,800018260,9,4
45163,18.14,107343460,5,3
45289,14.3,50000000,1,3
45254,17.15,110000000,1,3
45219,19.2,94137750,1,4
45233,18,135000000,1,3
45282,15.12,94661000,1,5
45226,17.15,506200000,1,4
45114,15.7,230000000,2,3
45289,15.95,201000000,1,3
45268,19.35,58500000,1,3
45289,19.06,178500000,1,4
45247,20.6,70000000,1,1
45261,19.3,40000000,1,3
45233,15.9,25000000,1,1
45275,14,76000000,1,4
44974,22,311200000,4,3
45226,13.25,100573000,1,3
45282,18.72,98670600,1,4
45254,17.05,110000000,1,3
45282,19.85,145387670,2,4
45268,14,48720000,1,4
45198,16.73,560000000,1,4
45205,10.45,110000000,1,5
45275,5,74232900,1,5
45205,13.25,115260000,1,3
45198,13.72,91350000,1,4
45254,18,335000000,1,4
45240,14,109000000,1,5
45289,7.59,520027980,7,5
45198,14,117000000,1,4
45261,14,88280000,1,5
45044,15.54,815446500,7,4
45219,18.44,12000000,1,5
45282,16.55,129500000,1,1
45058,16.59,4513986790,53,4
45261,5.24,355828240,5,4
45212,23.85,250000000,1,3
45226,9.9,77300000,1,5
45114,17.2,20000000,1,1
45254,17.05,60000000,1,3
45226,16.9,130000000,1,3
45226,17.25,590000000,1,4
45261,17.25,280000000,1,4
45240,18.55,252500000,2,4
44960,22.12,285400000,3,3
45275,14,102600000,1,4
45177,21.27,17100000,1,1
45198,17.3,388000000,1,4
45233,14,125600000,1,4
45289,17.48,183729360,1,4
45275,17.15,140760000,1,1
45282,19.35,80000000,1,3
45261,21.47,25000000,1,1
45296,15.12,73718572,1,4
45219,12.46,51300000,1,4
45296,5,71500000,1,4
45212,13.25,107000000,1,3
45275,17.16,304637346,3,4
45261,18.45,150000000,1,3
45002,12.75,175800000,3,5
45205,19.4,40000000,1,3
45268,19.85,80000000,1,4
45275,14.5,58811677,1,4
45289,17.8,185000000,1,4
45233,5.75,112373900,1,5
45275,18.1,713710534,2,3
45289,17.6,26300000,1,4
45219,18.45,40000000,1,3
45282,17.5,209826750,1,4
44946,16.9,350000000,1,4
45289,14,109900000,1,5
45261,18.05,350210000,1,4
44953,18.35,150000000,1,2
45275,14.8,458631057,5,4
45261,17.88,30353230,1,2
45254,16.85,202230000,1,4
45219,17.05,13000000,1,3
45254,14,37900000,1,4
45261,14.98,704821000,2,4
45219,17.46,157192600,1,5
45289,14,80000000,1,4
45275,16.65,100000000,1,3
45023,18.72,10000000,1,2
45247,19.75,112000000,1,4
45212,18.35,70000000,1,4
45205,14,120000000,1,3
45212,16.89,50000000,1,3
45275,18.27,380576501,1,4
45240,17.97,35000000,1,3
45198,8.23,328802000,1,4
45205,14,38000000,1,3
44981,16.98,353500000,2,3
45282,16.45,150000000,1,4
45254,16.9,20000000,1,1
45233,16.62,300000000,1,4
45275,7.4,66000000,1,5
45184,18.95,114400000,1,4
45254,14,29255780,1,3
45268,17.5,30000000,1,3
45296,15.75,61686000,1,3
44960,21.54,417706000,6,5
45198,19.3,36000000,1,3
45254,5,114300000,1,5
45219,17.07,150000000,1,3
45275,7.82,170770379,3,5
45226,9.7,212800000,1,5
45016,20.39,837500000,2,5
45282,8.9,394977800,1,5
45205,17.88,154976400,1,5
45289,14,90600000,1,4
45261,19.35,100000000,1,3
45275,14,49897000,1,4
45219,17.75,410290000,1,4
45247,14,38600000,1,5
45261,5.84,120000000,1,4
45240,16.95,353719930,1,4
45233,16.15,288206400,1,4
45254,16.15,156000000,1,4
45282,5.75,161300000,2,5
45282,7.31,307370000,1,5
45289,13.72,1554122570,14,3
45261,17.15,150000000,1,3
45289,15.63,78000000,3,1
45142,18.69,542400000,2,4
45282,16.05,60480000,1,4
45233,17.88,1200000000,1,5
45268,18.05,26000000,1,3
45282,15.75,66990000,1,3
45296,18.59,168000000,1,4
45254,18.45,131215000,1,4
45233,14,25850000,1,5
45233,13.25,66921000,1,4
45240,9.9,77140200,1,5
45268,17.15,181558370,1,4
45275,13.59,191532200,3,4
45254,17.45,289929150,1,4
45261,6.61,300000000,1,4
45296,17.6,20000000,1,4
45254,17.88,33180000,1,2
45219,16.88,153000000,1,4
45296,14.3,97000000,1,3
45198,19.35,17500000,1,3
45289,14,90458000,1,3
45247,18.45,150645000,1,4
45240,14,74420000,1,4
45205,5,82000000,1,5
45226,10.11,115500000,1,3
45163,17,25000000,1,1
45261,8.97,295160000,3,5
45240,16.81,237765600,1,5
45156,15.7,188000000,1,5
45205,18.58,35000000,1,2
45205,16.75,28000000,1,4
45240,14,116075000,1,3
45030,19.09,681900000,5,3
45121,16.24,774515660,10,3
45289,17.6,440000000,1,4
45009,21.08,200000000,1,3
45289,10.07,113500000,1,3
45226,17.55,47376420,1,4
45282,15.46,50000000,1,4
45233,17.6,480000000,1,4
45009,13.39,194500000,3,3
45219,17.65,145504800,1,4
45275,18.75,58995000,1,3
45205,17.91,154700000,1,4
45275,14,68250000,1,4
45289,16.23,180000000,1,5
45282,18.57,1375000000,4,4
45226,19.3,25000000,1,1
45275,15.12,103478404,2,5
45212,17.55,333000000,1,4
45275,15.12,11294082,1,5
45275,7.7,62000000,1,4
45191,16.1,120000000,2,1
45226,18.55,30000000,1,3
45198,18,100000000,1,3
45275,16.55,200000000,1,4
45289,16.9,72000000,1,4
45128,23.55,678400000,4,4
45254,16.55,171690000,1,4
45254,17.05,36000000,1,4
45156,18.4,154000000,3,2
45233,15.46,85950000,1,4
45198,19.42,322000000,1,5
45233,5,73500000,1,4
45289,18.55,49000000,1,3
45051,21.61,601450000,3,5
45282,14.4,121000000,1,4
45282,14,84086000,1,3
45100,15.22,4159108280,57,4
44939,19.75,115000000,3,1
45198,14,50000000,1,3
45156,19.13,595000000,3,4
45205,18.35,80000000,1,4
45268,18.04,249200000,1,3
45240,14,294398750,3,4
45282,21.1,32000000,1,3
45058,19.84,320588380,1,5
45233,18.27,180000000,1,4
45212,18.35,600000000,1,3
45275,7.31,174000000,1,5
45282,14,91000000,1,3
45219,16.85,90000000,1,4
45170,21.15,270200000,1,5
45254,14.7,29000000,1,3
45240,15.5,42100000,1,3
45198,18.35,80000000,1,3
45289,13.25,45500000,1,4
45212,17.55,300000000,1,4
45107,15.85,80000000,1,2
45247,16.75,21800000,1,4
45254,8.8,114680000,2,5
45275,18.81,61742803,2,2
45261,16.43,168000000,1,4
45254,17.45,240000000,1,4
45282,14.03,161639800,1,4
45219,14,412400000,4,4
45275,5,17905000,1,5
45093,21.06,474000000,2,5
45093,18.4,216750000,1,5
45289,19.3,16000000,1,3
45261,10.15,105831830,1,5
45261,17.6,119000000,1,4
45226,12.72,62906520,1,4
45233,5,26773000,1,3
45247,18.75,186324320,1,3
45275,15.95,86000000,1,3
45086,17.55,170000000,1,4
45282,16.35,285600000,2,4
45254,16.55,277000000,1,3
45247,15.22,2024934940,24,4
45254,17.16,558604500,1,5
45289,18.05,59979000,1,3
45226,16.55,535760000,1,4
45282,13.49,126000000,1,4
44974,17.2,120000000,1,2
45100,15.73,450000000,1,5
45226,17.45,375650000,1,3
45212,19.3,31000000,1,3
45149,20.38,109700000,1,3
45254,14.68,170294000,2,3
45149,17.32,144000000,3,1
45219,18.45,170000000,1,4
45142,20.06,80000000,2,1
45247,18.45,150000000,1,4
45219,17.74,25500000,1,4
45016,19.15,200000000,2,3
45240,14,64396000,1,5
45226,18.55,12000000,1,3
45296,13.49,210000000,1,4
45233,16.75,92677000,1,3
45121,16.17,780000000,2,5
45254,14.94,118000000,2,3
45205,14,50000000,1,4
45219,17.46,60000000,1,3
45247,13.25,110250000,1,4
45240,14,109620000,1,4
45226,17.22,199750000,1,5
45233,17.13,387000000,2,4
45261,8.8,67336750,1,5
45226,14,180000000,2,4
45037,19.67,206240000,1,4
45198,14,73080000,1,4
45177,16.73,160000000,2,2
45261,13.72,54940000,1,4
44960,16.07,638508800,4,5
45254,17.15,30000000,1,1
44939,22.87,50000000,1,2
45282,18.25,80000000,1,4
45282,14,98700000,1,4
44988,17.98,80000000,2,4
45233,17.9,275000000,1,4
45212,14,79900000,1,4
45296,17.05,127990000,1,4
45240,17.35,30000000,1,1
45289,16.55,332000000,1,4
45275,16.55,890000000,1,4
45254,17.6,245000000,1,4
45233,18.09,466000000,1,4
45289,14.98,413000000,1,4
45261,14.03,373000000,3,4
45240,15.9,48900000,1,4
45205,8.7,77220000,1,4
45261,17.15,24000000,1,3
45170,18.81,569000000,2,4
45275,16.15,168435641,1,4
45289,5.35,229048000,4,5
45226,16.9,37000000,1,3
45296,15.75,106454000,1,3
45212,18.5,43000000,1,4
45233,5,91900000,1,5
45226,8.8,84610000,1,5
45163,17.15,200000000,1,1
45240,18.05,10000000,1,3
45086,17.55,895600000,4,3
45009,21.2,80000000,1,1
45282,5.75,27395000,1,4
45135,17.18,740000000,3,5
45282,14,69271050,1,3
45254,9.8,157500000,1,4
45240,18.44,45000000,1,5
45275,14,222777000,3,4
45268,14,108000000,1,3
45247,14,204120000,2,4
45212,5.4,192852800,1,4
45254,18.05,35800000,2,3
45212,14,94494820,1,4
45198,18.35,130000000,1,3
45240,15.95,10000000,1,3
45261,15.5,182000000,1,3
45282,18.77,204000000,2,5
45114,19.24,3576600000,27,3
45205,12.98,344148520,4,4
45226,19.3,33000000,1,3
45170,13.8,3581069640,42,4
45261,17.65,170000000,1,4
45261,18.55,12100000,1,3
45275,16.2,278925777,1,4
45226,13.25,110000000,1,4
45226,17.32,174580000,1,5
45247,18,27000000,1,3
45296,15.45,22027032,1,4
45226,18.05,28000000,2,1
45289,7.4,40878310,1,4
45289,17.6,433500000,1,4
45198,18.02,10000000,1,3
44946,18.28,710000000,2,4
45198,16.77,170000000,1,3
45002,17.84,60000000,1,3
45198,5,142694250,2,4
45275,5,101135910,1,4
44960,16,359600000,6,4
45261,14,69880000,1,4
45296,18.05,98147000,1,3
45240,14,50232900,1,4
45275,17.45,123517400,1,3
45212,14,51000000,1,4
45205,19.3,20000000,1,2
45275,5.75,115629393,1,4
45247,14,81700000,1,4
45275,13.06,219200000,2,4
45261,10.1,450000000,1,5
45219,8.9,60680000,1,5
45261,15.12,42298000,1,5
45261,19.2,15000000,1,2
45261,5,34900000,1,5
45205,8.35,105800000,1,4
45198,16.9,169600000,2,4
45254,17.48,624500000,3,4
45219,16.75,66575000,1,3
45058,19.14,229500000,2,3
45275,16.08,158967157,2,4
45261,16.55,296000000,1,3
45002,18.77,1242057280,18,4
45296,15.12,136677050,1,5
45289,14,88900000,1,4
45254,16.75,68700000,1,4
45282,15,70000000,1,3
45198,10,209000000,1,4
45261,5,87500000,1,5
45198,17.15,300000000,1,4
45296,14,104300000,1,4
45247,18,120000000,1,3
45198,8.8,40000000,1,5
45226,18.75,232663000,1,3
45205,10.05,185000000,1,5
45282,17.5,30000000,1,3
45282,14,109900000,1,4
45198,17.45,546000000,1,4
45296,7.66,441600000,5,5
45233,14,60032000,1,5
45261,17.25,389557000,1,4
45275,13.9,150000000,1,1
45198,17.83,97219270,2,4
45282,14,93728000,1,4
45212,18.75,690000000,1,4
45233,18.74,300000000,1,3
45275,18.58,426649295,2,5
45282,19.53,100000000,1,4
45289,19.35,135000000,1,3
45282,17.2,300000000,1,3
45205,19.35,500000000,1,1
45212,17.32,60220000,1,5
45261,20.6,100000000,1,3
45261,14,65215500,1,5
45247,13.25,121800000,1,4
45135,20.05,140000000,1,2
45254,15.9,10000000,1,1
45198,16.45,100000000,1,4
45275,20.6,30000000,2,3
45275,17.15,567826456,2,3
45212,16.45,15000000,1,1
45261,10.05,127327200,1,5
45114,20.44,105000000,1,3
44995,18.71,120000000,1,3
45282,5,101850000,1,5
45233,19,120000000,1,5
45233,5.8,357657300,1,5
45219,9.95,180000000,1,4
45226,14,108179000,1,4
45233,5,125620000,1,5
45282,19.35,80000000,1,3
45296,14,222235600,2,4
45219,17.6,124550000,1,4
45219,15.85,475000000,1,4
45254,18.3,40000000,1,1
45212,4.86,110000000,1,5
45240,5,87000000,1,4
45261,16.55,392000000,1,4
45254,14,60000000,1,5
45289,14,83000000,1,3
45226,18.05,231240000,1,4
45254,19.3,10000000,1,2
45219,14,197772680,2,4
45016,19.76,513368380,2,1
45212,19.85,55000000,1,4
45275,17.05,203000000,1,4
45254,17.25,290374000,1,4
45177,17.55,774922260,3,3
45023,18.64,70000000,1,4
45261,17,31600000,1,2
45079,15.54,228675480,5,1
45296,17.07,200000000,1,4
45121,18.03,179600000,2,3
45247,14,59280000,1,4
45289,5,76900000,1,4
45275,8.6,201758545,1,4
45128,18.55,30000000,1,2
45219,14,61896000,1,4
45254,9.8,201600000,1,5
45198,18.35,316500000,1,4
45282,5,392200000,4,5
45268,16.85,160000000,1,3
45282,16.77,130000000,1,3
45247,16.55,250400000,1,4
45002,19.34,1015380000,11,4
45135,18.08,68000000,3,2
45198,5,101102000,1,5
45212,13.25,90790640,1,4
45233,10.05,126000000,1,5
45247,18.85,218000000,1,4
45233,18.25,55600000,1,4
45219,15.25,98700000,1,5
45226,15,400000000,1,3
45212,14,83475000,1,4
45233,8.96,173742000,2,5
45247,17.75,202200000,1,4
45282,14,119712000,1,4
45282,18.3,78000000,1,3
45219,15.5,48700000,1,4
45282,14,111750000,1,4
45254,9.62,82951800,2,5
45254,17.04,102000000,1,4
45268,14,37000000,1,4
45233,14,121800000,1,3
45205,19.05,196000000,1,4
45205,18.32,150000000,1,5
44988,17.16,70000000,1,2
45205,8.8,268897000,3,5
45226,16.5,404589140,1,4
45282,19.3,10000000,1,3
45219,17.9,50000000,1,3
45233,8.7,53674000,1,4
45247,16.9,60000000,1,1
45219,17.6,320000000,1,4
45149,13.85,839559620,9,4
45275,18.55,18300000,1,3
45198,17.36,280000000,1,4
45142,21.09,86000000,1,4
45212,18.58,350000000,1,3
45296,18,500000000,1,3
45226,17.88,410000000,1,5
45296,10.5,24117833.46,1,4
45247,19.3,33000000,1,3
45261,8.8,112400000,1,5
45247,16.75,47995000,1,4
44953,14.44,639899110,2,4
45261,17.66,727200000,4,4
45212,14,96900000,1,4
45296,16.55,302617000,1,3
45030,19.85,241544220,3,4
45212,20.25,43500000,1,4
45289,5,58200000,1,5
45275,18.51,75000000,1,2
45205,17.05,55514000,1,4
45240,6.07,189248000,1,4
45296,13,95000000,1,3
45289,5.35,431340000,5,5
45261,5,83200000,1,5
45205,16.94,30000000,1,3
45219,18.05,800000000,1,4
45247,17.46,337000000,1,5
45219,16.75,71838500,1,3
45184,13.47,268000000,3,5
45282,19.35,137700000,2,3
45282,17.45,193000000,1,4
45233,14,20992000,1,2
45282,16.25,300000000,1,4
45247,21.7,53000000,1,3
45261,14,54500000,1,4
45198,5,80000000,1,4
45261,16.87,100000000,1,3
45268,14,80188250,1,5
45198,14.6,292970000,1,4
44953,20.94,436400000,2,4
45205,14,26501350,1,5
45289,5.65,46000000,1,3
45254,14.2,230185000,1,3
45268,19.35,74500000,1,2
45268,19,70000000,1,5
45100,16.33,2015577880,6,5
45275,18.58,152633637,1,5
45275,18.16,34720622,1,4
45247,10.41,46975000,1,4
45261,17.25,1000000000,1,4
45233,14.3,81200000,1,4
45268,19.3,15000000,1,3
45261,14.3,101600000,1,3
45254,14,39670600,1,4
45240,8.8,80000000,1,5
45261,15.13,48500000,2,3
45268,7.5,27689900,1,4
45275,13.62,90318000,1,5
45226,19.3,37200000,1,3
45191,16.5,101800000,1,4
45205,17.25,250000000,1,4
45219,9.8,212538480,1,5
45247,8.8,121800000,1,4
45261,14.5,62100000,1,4
45233,5,141953380,2,4
45261,23.14,50600000,1,3
45254,14,100961000,2,4
45233,16.75,125280000,1,4
45058,16.73,370000000,4,1
45275,17.6,249800000,2,4
45212,18.35,104900000,1,3
45282,14,83500000,1,4
45121,16.66,1438942840,7,3
45233,17.11,32320000,2,1
45240,18.92,210000000,1,4
45198,15.25,35000000,1,3
45275,16.55,367332705,1,4
45282,19.35,30000000,1,3
45254,19.35,55000000,1,3
45275,18.35,30000000,1,3
45247,18.58,172874060,1,5
45282,7.31,153000000,1,4
45254,16.75,109620000,1,3
45233,16.95,450000000,1,3
45275,7.6,100000000,1,5
45198,18.04,150850000,1,3
45016,18.48,206970000,2,5
45254,13.25,70920000,1,4
45205,18.45,118000000,1,3
45261,16.83,500000000,1,1
45198,10.49,124731000,2,5
45254,14,36467000,1,4
45261,14,90000000,1,4
45219,16.15,184700000,1,4
45261,6.48,1253323500,2,4
45268,18.58,110000000,1,5
45275,17.6,234316013,1,4
45254,17.85,264035000,1,3
45072,17.95,115500000,1,3
45233,5,60000000,1,4
45289,19.35,20000000,1,2
45205,17.35,27396200,1,4
45247,18.75,30000000,1,3
45289,18.35,35000000,1,3
44960,18.15,99915000,1,3
45226,17.74,56300000,2,4
45219,21.31,180000000,2,1
45093,17.73,1737148060,8,4
45275,15.45,26000000,1,2
45198,15.7,140000000,1,4
45247,16.71,110000000,1,4
45275,16.15,54127544,1,3
45205,9.75,89000000,1,4
45289,16,70000000,1,3
45198,9.3,83984000,1,4
44960,19.1,40000000,1,2
45219,14,109000000,1,4
45254,17.73,74500000,6,1
45205,5,361700000,4,5
45191,17.88,12000000,1,2
45289,10.83,126000000,1,4
45261,14,93289480,1,4
45261,16.85,143000000,1,4
45205,19.3,77000000,1,3
45198,14,91000000,1,4
45261,9.31,433959040,5,5
45296,17.6,162700000,1,4
45240,17.15,445000000,1,4
45289,5,93200000,1,5
45296,14,100000000,1,4
45212,18.86,35000000,1,2
45275,17.6,228670000,1,4
45212,17.46,50000000,1,3
45233,17.45,211000000,1,3
45198,18.24,80000000,1,3
45289,18.02,20000000,1,4
45219,14,37465000,1,4
45226,14.6,190000000,1,4
45191,19.9,319590600,2,4
44988,21.13,401870000,3,4
45282,14.4,130000000,1,5
45296,16.27,45000000,2,3
45128,17.23,50000000,2,1
45275,13.72,75198090,1,4
45219,15.61,263545850,3,4
45198,9.85,120000000,1,5
45030,20.98,100000000,2,4
45233,18.76,378927210,7,4
45275,18.04,401139900,1,4
45261,18.45,130300000,1,4
45247,14,70000000,1,3
45261,19.85,78020000,1,4
45177,15.8,920000000,1,3
