Fecha,Tasa_efectiva_promedio_ponderada,Montos_desembolsados,Numero_de_creditos_desembolsados,Plazo,Valor_promedio_credito
45261,18.5,100000000,1,4,100000000
45205,17.6,137756700,1,4,137756700
45226,18.62,217000000,1,3,217000000
45205,9.6,97000000,1,4,97000000
45275,5,124000000,1,5,124000000
45261,8.9,20800000,1,5,20800000
45268,16.9,50000000,1,3,50000000
45198,18.32,280500000,1,5,280500000
45198,14,47950000,1,4,47950000
45100,20.35,1242000000,6,4,207000000
45205,9.19,288131220,4,5,72032805
45261,21.44,20000000,1,3,20000000
44981,17.44,505717000,5,3,101143400
45205,14,203050000,2,4,101525000
45219,19.35,50000000,1,1,50000000
45226,15.7,180000000,1,4,180000000
45142,19.58,656924600,3,4,218974866.7
45261,16.9,81600000,1,4,81600000
45198,10.05,154233000,1,4,154233000
45296,14.85,237300000,2,4,118650000
45156,17.7,222550400,1,1,222550400
45198,17.03,219000000,1,4,219000000
45289,5.75,100000000,1,5,100000000
45205,18.75,148443750,1,4,148443750
45240,19.35,100000000,1,3,100000000
45198,14,160900000,2,4,80450000
45170,13.77,122768000,3,5,40922666.67
45233,17.7,36000000,1,3,36000000
45226,16.45,50000000,1,3,50000000
45261,18.72,13000000,1,5,13000000
45275,16.55,439400000,1,4,439400000
45296,16.45,163200000,1,4,163200000
45296,17.6,389900000,1,4,389900000
45296,14,394344000,4,4,98586000
45282,14,64960000,1,5,64960000
44939,20.17,179977000,1,5,179977000
45233,16.85,244000000,1,4,244000000
45261,15.8,162575000,1,4,162575000
45261,8.6,91000000,1,5,91000000
45226,13.43,294190000,3,4,98063333.33
45240,17.55,70000000,1,4,70000000
45282,7.7,44900000,1,5,44900000
45275,17.04,190310000,1,5,190310000
45156,19.67,173400000,10,1,17340000
45254,5,495262880,4,5,123815720
45261,17.87,240000000,1,5,240000000
45282,9.85,130000000,1,5,130000000
45261,14,109800000,1,4,109800000
45240,5,241260040,3,5,80420013.33
45282,17,80000000,1,3,80000000
45289,16.55,224000000,1,4,224000000
45289,14,15000000,1,4,15000000
45296,17.5,112160302,1,4,112160302
45037,20.1,65000000,1,2,65000000
45282,14.3,154147820,4,4,38536955
45212,5,58808540,1,4,58808540
44960,17.75,18000000,1,2,18000000
45233,16.75,40000000,1,4,40000000
45086,19.35,100000000,1,1,100000000
45191,21.94,303000000,1,5,303000000
45282,16.65,131723000,1,4,131723000
45233,16.29,469000000,1,4,469000000
45247,14,108000000,1,3,108000000
45212,18.44,60000000,1,5,60000000
45261,7.31,206150000,1,4,206150000
45289,16.45,210000000,1,4,210000000
45254,14,93800000,1,3,93800000
45233,14,60874600,1,4,60874600
45282,14,121280000,1,4,121280000
45240,9.19,765600000,11,5,69600000
45268,14,102900000,1,5,102900000
45275,15,401000000,1,4,401000000
45289,5,57416000,1,3,57416000
45296,15.9,45000000,1,3,45000000
45240,21.79,30000000,1,3,30000000
45226,17.74,27900000,1,4,27900000
45247,9.18,647303130,8,5,80912891.25
45254,9.7,202000000,1,4,202000000
45275,19.1,10000000,1,3,10000000
45205,14.31,40400000,1,4,40400000
45254,16.75,102700000,1,4,102700000
45198,8.8,104000000,1,5,104000000
45261,18.5,65000000,1,4,65000000
45282,14,100000000,1,4,100000000
45233,14.79,241129290,5,4,48225858
45282,15.9,63000000,1,4,63000000
45296,16.45,235832384,1,3,235832384
45282,8.22,167180000,2,5,83590000
45289,5,46068000,1,4,46068000
45282,17.8,10000000,1,1,10000000
45275,7.5,72516000,1,4,72516000
45275,16.1,391000000,1,3,391000000
45233,16.15,70000000,1,3,70000000
45100,19.63,253726000,2,4,126863000
45030,23.07,82100000,2,1,41050000
45275,5,96230000,1,5,96230000
45212,5,303274780,5,4,60654956
45240,9.27,135552760,1,4,135552760
45254,13.25,44900000,1,1,44900000
45289,17.08,142593350,1,1,142593350
45296,18.72,60000000,1,2,60000000
45205,8.9,75000000,1,5,75000000
45268,17.5,200000000,2,3,100000000
45282,18.58,514465000,1,5,514465000
45268,13.81,93194000,2,4,46597000
45037,22.85,94500000,1,4,94500000
45233,18.96,280000000,1,4,280000000
45114,19.05,277740000,1,4,277740000
45114,20.18,445800000,2,5,222900000
45226,16.15,183535480,4,3,45883870
45205,14,63000000,1,4,63000000
45198,17.55,222943000,1,4,222943000
45149,18.23,77367890,2,2,38683945
45254,20.6,60000000,1,3,60000000
45275,16.84,60000000,1,3,60000000
45233,17.25,87521280,1,4,87521280
45289,16.9,10000000,1,3,10000000
45198,17.6,110000000,1,1,110000000
45254,19.4,56000000,1,4,56000000
45226,14,102655000,1,4,102655000
45226,14,129136060,2,4,64568030
45275,5.75,191600000,2,5,95800000
45198,16.49,653000000,2,4,326500000
45226,16.55,250000000,1,2,250000000
45275,9.2,48690150,1,5,48690150
45240,5,39896000,1,5,39896000
45268,18.02,16000000,1,4,16000000
45296,5,184706000,2,5,92353000
45268,15.15,63740000,1,4,63740000
45156,19.15,620000000,3,4,206666666.7
45198,16.75,108000000,1,4,108000000
45261,14,139200000,1,5,139200000
45282,15.75,75657340,1,4,75657340
45240,19.35,80000000,1,3,80000000
45261,14.98,100000000,1,4,100000000
45282,15.46,108000000,1,5,108000000
45296,5,87800000,1,3,87800000
45261,5,64380000,1,5,64380000
45086,16.85,80000000,1,3,80000000
45240,9.9,55840000,1,5,55840000
45261,18.16,380000000,1,5,380000000
45163,13.08,182000000,3,5,60666666.67
45226,8.8,122123000,1,5,122123000
45205,9.9,65539000,1,4,65539000
45219,16.55,222400000,1,3,222400000
45226,19.3,50000000,1,3,50000000
45268,14,313395000,4,4,78348750
45023,16.04,115000000,1,2,115000000
45275,17.85,28000000,2,3,14000000
45093,21.08,464555000,2,5,232277500
45282,14,854896750,18,4,47494263.89
45226,18.05,271390000,1,4,271390000
45289,7.31,247410000,1,4,247410000
45205,14,99300000,1,4,99300000
44981,20.38,210169260,2,4,105084630
45261,5.75,120000000,1,5,120000000
45226,17.9,40000000,1,3,40000000
45135,15.7,280000000,2,5,140000000
45282,9.5,235901820,1,3,235901820
45226,14,108480000,1,4,108480000
45296,16.9,100000000,1,3,100000000
45261,9.05,467481690,5,5,93496338
45261,17.6,458000000,2,4,229000000
45233,16.23,225250000,1,4,225250000
45282,8.7,34000000,1,4,34000000
45240,15.5,80000000,1,4,80000000
45254,18.05,20000000,1,3,20000000
45261,14,90000000,1,5,90000000
45219,17,95000000,1,3,95000000
45261,6.82,148128000,1,5,148128000
45079,17.74,4833905500,5,4,966781100
45254,19.35,200000000,1,3,200000000
45289,14,77400000,1,4,77400000
44946,16,176000000,1,3,176000000
44995,22.8,45000000,1,1,45000000
45261,16.45,75000000,1,4,75000000
45261,18.58,260000000,1,5,260000000
44939,17.25,168000000,1,3,168000000
45261,13.25,109900000,1,4,109900000
45226,15,259626500,1,4,259626500
45205,16.5,523497990,3,4,174499330
45289,16.42,940000000,2,4,470000000
45079,18,312500000,3,3,104166666.7
45289,14,65699500,1,3,65699500
45275,17.6,120000000,1,4,120000000
45261,14,101500000,1,4,101500000
45226,5,156572000,2,4,78286000
45261,16.85,120408000,1,4,120408000
45226,14,125130000,1,4,125130000
45289,17.11,93000000,1,4,93000000
44974,21.15,448000000,1,5,448000000
45289,8.9,100000000,1,5,100000000
45261,14,256126200,2,3,128063100
45219,18.3,210000000,1,3,210000000
45261,15.25,56000000,1,4,56000000
45198,14,106400000,1,4,106400000
45289,14,64505780,3,3,21501926.67
45254,6.42,97500000,1,4,97500000
45212,17.41,709300000,3,4,236433333.3
45268,19.3,11000000,1,3,11000000
45205,17.25,332132000,1,4,332132000
45261,5,106648420,1,5,106648420
45296,10.41,63500000,1,5,63500000
45282,5.75,120000000,1,4,120000000
45254,18.05,20371030,2,3,10185515
45205,16.69,169240400,1,3,169240400
45268,16.9,50000000,1,3,50000000
45261,5,130000000,1,5,130000000
45226,16.14,141000000,1,4,141000000
45198,5,53057500,1,4,53057500
45240,10.16,131280000,2,3,65640000
45296,17.45,194099379,1,4,194099379
45198,5,99717500,1,4,99717500
45128,19.44,213994020,2,4,106997010
45282,5.8,240000000,1,4,240000000
45282,5,175567120,2,4,87783560
45289,17,40000000,1,1,40000000
45282,14,111160000,2,4,55580000
45219,9.06,86942000,2,5,43471000
45212,3.88,66600000,1,4,66600000
45289,19.3,23600000,1,3,23600000
45275,16.45,170000000,1,3,170000000
45212,17.75,239000000,1,4,239000000
45198,14.7,83000000,2,3,41500000
45198,13.62,109620000,1,4,109620000
45268,5,222100000,2,4,111050000
45261,19.35,100000000,1,3,100000000
45037,20.66,168966000,2,5,84483000
45289,15.75,121600000,1,4,121600000
45289,5,26800000,1,5,26800000
45289,18.35,20000000,1,1,20000000
45212,18.35,140000000,1,3,140000000
45289,17.9,750000000,1,3,750000000
45254,13.72,45000000,1,5,45000000
45233,21,78400000,1,4,78400000
45282,19.35,105000000,1,3,105000000
45205,6.82,228000000,1,5,228000000
45212,5,206745000,3,4,68915000
44974,18.53,2022695070,4,4,505673767.5
45247,18.05,12500000,1,1,12500000
45275,15.39,75758720,1,4,75758720
44988,21.46,257426000,2,3,128713000
45240,17.88,20000000,1,3,20000000
45282,14,72000000,1,4,72000000
45268,17.65,32700000,2,4,16350000
45198,18.5,95000000,1,4,95000000
45184,21.15,176000000,1,5,176000000
45205,14,58878500,1,5,58878500
45282,16.3,900000000,1,4,900000000
44953,18.48,105000000,1,5,105000000
45219,14,32200000,1,4,32200000
45247,16.55,322900000,1,4,322900000
45289,17.6,117303560,1,4,117303560
45296,17.6,200000000,1,3,200000000
45219,17.6,70000000,1,4,70000000
45205,14,60000000,1,5,60000000
45282,16.14,50000000,1,1,50000000
45268,15.75,98658000,1,3,98658000
45296,5,132040000,2,4,66020000
45261,6.17,168564220,2,5,84282110
45198,4.98,120000000,1,4,120000000
45268,18.58,140000000,1,3,140000000
45282,17.15,30000000,1,3,30000000
44946,15.57,245600000,3,4,81866666.67
45289,15.75,44640000,1,4,44640000
45205,18.05,80000000,2,3,40000000
45212,14,63800000,1,4,63800000
45233,16.55,550000000,1,4,550000000
45296,18.05,24800000,1,3,24800000
45275,18.89,127400000,1,4,127400000
45219,14,68000000,1,3,68000000
45198,18.05,270000000,1,3,270000000
45233,14.31,98600000,1,4,98600000
45240,17.58,995000000,2,3,497500000
45219,5,97110000,2,5,48555000
45282,16.15,491000000,2,3,245500000
45254,19.35,45000000,1,3,45000000
45296,5.65,120000000,1,4,120000000
45233,14,115115000,1,5,115115000
45282,16.95,95300000,1,4,95300000
45296,15.36,208800000,2,5,104400000
45254,19.32,458500000,1,5,458500000
45240,18.01,187000000,1,4,187000000
45261,18.16,246000000,1,5,246000000
45261,16.84,39000000,1,3,39000000
45282,18.68,215000000,1,5,215000000
45240,10.05,149838850,1,5,149838850
45233,6.82,300000000,1,4,300000000
45226,18.44,20465910,1,3,20465910
45254,5,88090500,1,4,88090500
45296,15.45,232142392,1,4,232142392
45289,5.77,368060000,2,4,184030000
45205,5,122000000,1,5,122000000
45030,12.75,140000000,2,5,70000000
45296,15.86,89130800,2,3,44565400
45233,14.3,118087500,1,5,118087500
45247,18.03,262650000,1,4,262650000
45184,18.4,113400000,1,3,113400000
45240,17,60000000,1,3,60000000
45296,8.95,115000000,1,4,115000000
45275,7.85,80000000,2,5,40000000
45289,17.6,100000000,1,4,100000000
45247,15.5,110000000,1,3,110000000
45233,17.85,220000000,1,3,220000000
45289,16.49,967000000,3,3,322333333.3
45219,13.25,48870000,1,4,48870000
45268,5,79700000,1,5,79700000
45205,18.95,15000000,1,3,15000000
45212,5,47300000,1,4,47300000
45268,17.74,17900000,1,4,17900000
45058,23.85,259930000,3,4,86643333.33
45233,18.45,135405000,1,3,135405000
45247,16.9,150000000,1,3,150000000
45289,18.05,15000000,1,2,15000000
45275,19.85,61302800,1,4,61302800
45254,17.78,220000000,1,4,220000000
45268,14,79945780,1,4,79945780
45226,5,106801760,2,3,53400880
45275,15.77,71300000,2,3,35650000
45205,18.4,99620000,1,1,99620000
45233,14,80900000,1,4,80900000
45198,4.01,81385000,1,4,81385000
45261,13.72,80000000,1,4,80000000
45212,18.35,160437200,1,4,160437200
45275,12.54,142100000,1,3,142100000
45233,16.95,400000000,1,3,400000000
45275,17.14,360000000,1,4,360000000
45002,18,3531589000,11,3,321053545.5
45009,15.56,2095627940,4,5,523906985
45198,19.3,12000000,1,3,12000000
45233,9.75,558000000,1,4,558000000
45282,16.45,130000000,1,4,130000000
45268,16.85,163300000,1,3,163300000
45205,14,141230000,2,4,70615000
45296,16,50000000,1,3,50000000
44981,16.49,2576725580,32,4,80522674.38
45226,17.35,112000000,1,4,112000000
45254,17.6,136850000,1,4,136850000
45149,17.52,155000000,1,5,155000000
45198,5,28180000,1,5,28180000
45044,18.84,566048080,4,3,141512020
45044,16.1,25000000,1,1,25000000
45198,14,59216000,1,4,59216000
45275,17.18,100000000,1,5,100000000
45254,19.35,127700000,1,3,127700000
44974,19.81,609702050,7,4,87100292.86
45282,5,117740000,1,4,117740000
45240,18.44,50000000,1,5,50000000
45254,9.9,60299000,1,4,60299000
45016,16.3,370000000,1,4,370000000
45240,9.3,70000000,1,5,70000000
45016,16.2,214669480,7,1,30667068.57
45219,18.39,896986000,4,5,224246500
45219,18.05,50000000,1,4,50000000
45261,7.5,185900000,2,5,92950000
45296,14,100000000,1,3,100000000
45198,17,26223000,1,3,26223000
45254,13.21,80000000,1,4,80000000
45205,16.77,90000000,1,4,90000000
45219,16.81,146756240,1,4,146756240
45226,14,47200000,1,4,47200000
45296,5,111430000,1,4,111430000
45219,9.9,303000000,1,5,303000000
45226,18.05,455000000,1,3,455000000
45275,16.55,230000000,1,4,230000000
45289,7.6,75795000,1,5,75795000
45275,4.75,97000000,1,5,97000000
45226,14,115500000,1,4,115500000
45282,14,83744000,1,1,83744000
45233,17.6,105000000,2,4,52500000
45226,8.7,59400000,1,5,59400000
45268,16.77,56000000,1,4,56000000
45226,16.75,127504080,1,4,127504080
45079,21.34,163408000,1,4,163408000
45261,5,93100000,1,4,93100000
45268,17.6,150000000,1,3,150000000
45282,14,51055780,1,4,51055780
45170,17.09,428864000,6,2,71477333.33
45233,19.35,100000000,1,3,100000000
45289,13.25,72200000,1,3,72200000
45247,16.55,247808000,1,3,247808000
45289,5,26800000,1,5,26800000
45268,16.25,50000000,1,4,50000000
45205,17.25,503475000,1,4,503475000
45198,17.46,575000000,1,4,575000000
45219,19.84,143648550,1,5,143648550
45205,19.35,80000000,1,3,80000000
45296,15.5,60700000,1,3,60700000
45261,17.45,297500000,1,4,297500000
45226,6.42,300000000,1,5,300000000
45233,13.25,109600000,1,4,109600000
45149,22.54,63160000,2,3,31580000
45289,20.56,141000000,1,4,141000000
45289,14.85,243050000,3,4,81016666.67
45247,14,110199000,1,4,110199000
45037,20.94,90500000,1,3,90500000
45268,5,62996000,1,5,62996000
45275,14,125280000,1,4,125280000
45289,13.25,37400000,1,3,37400000
45233,16.75,86170000,1,3,86170000
45275,14.87,663560520,10,5,66356052
45198,14.3,93240000,1,4,93240000
45282,5,65985000,1,5,65985000
45261,14,357700000,4,4,89425000
45128,17.09,172800000,3,2,57600000
45198,14,131940000,1,4,131940000
45240,5,28259190,1,4,28259190
45233,20.41,45000000,1,3,45000000
45289,13.25,237154600,3,4,79051533.33
45289,17.43,100000000,1,3,100000000
45058,17.78,43000000,1,4,43000000
45289,17.6,607477500,1,4,607477500
45212,18.2,60000000,1,1,60000000
45282,17,33000000,1,3,33000000
45226,16.6,41000000,2,3,20500000
45191,18.68,74000000,2,1,37000000
45289,5.31,272981360,3,5,90993786.67
45261,18.45,138250000,1,4,138250000
45226,5,253501000,3,4,84500333.33
45212,17,16000000,1,2,16000000
45247,18.3,123900000,1,5,123900000
45254,14,62977000,1,4,62977000
45212,17.88,20000000,1,3,20000000
45198,17.55,124329000,1,4,124329000
45002,25.4,247989000,1,5,247989000
44953,17.5,70400000,3,1,23466666.67
45247,16.63,297136700,3,4,99045566.67
45149,18,165000000,1,2,165000000
45275,14,38410000,1,4,38410000
45198,14,60485000,1,3,60485000
45275,16.85,175100000,1,4,175100000
45233,9.95,118600000,1,4,118600000
45205,18.45,355154000,2,4,177577000
45212,19.15,25000000,1,3,25000000
45086,12.63,136363220,4,1,34090805
45009,20.36,287000000,1,5,287000000
45205,8.8,75000000,1,5,75000000
45240,18.05,31800000,1,3,31800000
45149,17.05,20000000,1,3,20000000
45254,19.35,128000000,1,3,128000000
45212,10.05,200000000,1,5,200000000
45219,16.9,179658100,1,4,179658100
45198,18.1,253260700,1,4,253260700
44967,16.88,590000000,5,3,118000000
45233,18.3,125000000,1,4,125000000
45226,14,25000000,1,4,25000000
45289,14,191778000,2,4,95889000
45268,14,122880000,1,4,122880000
45247,8.84,63400000,1,5,63400000
45261,18.05,15000000,1,2,15000000
45198,5,122000000,1,5,122000000
45254,14.3,46800000,1,4,46800000
45261,17.86,975511680,5,4,195102336
45275,16.05,335000000,1,4,335000000
45037,17.59,76000000,1,4,76000000
45282,7.56,170340000,2,5,85170000
45156,17.2,20000000,1,1,20000000
45289,16.61,249600000,2,4,124800000
45261,4.01,81834090,1,4,81834090
45289,14,105000000,1,3,105000000
45198,14,113400000,1,1,113400000
45275,8.1,73200000,1,5,73200000
45226,8.8,87465000,1,4,87465000
45212,18.55,30000000,2,1,15000000
45282,17.02,210000000,1,4,210000000
44953,20.1,194430000,2,4,97215000
45254,19.35,100000000,1,3,100000000
45233,17.66,93000000,1,3,93000000
45205,17.44,344000000,4,3,86000000
45268,8.1,62100000,1,5,62100000
45212,17.04,93700000,1,4,93700000
45233,17.35,109200000,1,4,109200000
45226,10.05,149340570,1,5,149340570
45170,17.23,2148216000,7,3,306888000
45275,17.45,128300000,1,4,128300000
45289,4.65,233457520,2,4,116728760
45282,17.6,150000000,1,4,150000000
45261,16.75,70000000,1,4,70000000
45282,5,83900000,1,4,83900000
45289,19.35,124000000,3,1,41333333.33
45072,14,149465800,2,3,74732900
45226,15.5,30000000,1,4,30000000
45247,15.9,40000000,1,3,40000000
45275,14,51200000,1,4,51200000
45205,14,62900000,1,4,62900000
45198,14,245000610,3,4,81666870
44995,22.85,93000000,1,5,93000000
45198,18.05,293562000,1,3,293562000
45261,16.15,125000000,1,4,125000000
45205,14,70000000,1,4,70000000
45254,14,102000000,1,3,102000000
45275,16.96,35000000,2,3,17500000
45142,17.3,20000000,1,3,20000000
45212,17.04,143000000,3,1,47666666.67
45282,17.88,180000000,1,4,180000000
45233,16.81,700000000,1,4,700000000
45289,14,74232520,1,4,74232520
45233,14,187100000,3,4,62366666.67
45016,23.72,242832230,4,5,60708057.5
45289,15.25,80000000,1,3,80000000
45233,5,38815000,1,3,38815000
45289,8.1,78400000,1,5,78400000
45275,19.35,50000000,1,3,50000000
45261,14,121800000,1,4,121800000
45212,19.55,196000000,1,4,196000000
45233,13.25,65655000,1,4,65655000
45226,5,76310000,1,5,76310000
45107,18.41,247712100,2,5,123856050
45212,13.25,99700000,1,3,99700000
45275,17.05,480000000,1,4,480000000
45205,8.8,54599220,1,5,54599220
45009,18.95,87500000,1,4,87500000
45128,18.13,517356310,2,5,258678155
45261,5,245000000,2,4,122500000
45275,13.25,87000000,1,3,87000000
45226,15.8,165000000,1,5,165000000
45240,14,118596000,1,4,118596000
45254,18.02,207969300,1,4,207969300
45261,17,15000000,1,3,15000000
45233,16.75,72000000,1,2,72000000
45296,17.5,80000000,1,4,80000000
45128,17.55,163000000,1,4,163000000
45275,16.11,237570000,3,3,79190000
45079,22.65,119568000,1,3,119568000
45212,14,40000000,1,3,40000000
45254,12.62,73000000,1,5,73000000
45198,18.35,139650000,1,3,139650000
45226,13.25,107100000,1,4,107100000
45289,15.5,80000000,1,4,80000000
45128,23.42,215440000,2,4,107720000
45072,12.75,100000000,1,3,100000000
45282,16.85,170000000,1,4,170000000
45226,18.5,90000000,1,4,90000000
45261,16.85,159740000,1,4,159740000
45212,10,478000000,1,4,478000000
45023,19.74,369138000,2,4,184569000
45233,18.9,13000000,1,3,13000000
45247,19.35,90000000,1,3,90000000
45282,17.32,40200000,1,3,40200000
45275,18.05,32000000,1,3,32000000
45282,16.9,110000000,1,3,110000000
45233,14.03,504000000,1,4,504000000
45289,18.05,146000000,1,4,146000000
45219,14.03,140000000,1,4,140000000
45212,16.75,220864000,2,4,110432000
45107,17.88,86592240,1,4,86592240
45254,17.45,152000000,1,3,152000000
45044,21.04,1638450000,5,5,327690000
45289,18.58,180000000,1,5,180000000
45205,18.05,490000000,1,4,490000000
45261,17,189954000,1,3,189954000
45275,17.35,67000000,2,3,33500000
45282,17.6,641660700,2,4,320830350
45198,18.75,150075000,1,3,150075000
45212,16.15,75200000,2,3,37600000
45023,19.87,280550000,5,4,56110000
45205,14,70000000,1,3,70000000
45268,16.55,90000000,1,3,90000000
45233,18.05,60000000,1,3,60000000
45205,16.2,400000000,1,3,400000000
45289,17.99,349800000,1,4,349800000
45219,16.75,50000000,1,2,50000000
45289,17.6,17283000,1,4,17283000
45254,16.75,72200000,1,4,72200000
45261,8.8,68760000,1,4,68760000
45275,15.04,832727500,9,4,92525277.78
45261,16.75,99000000,1,4,99000000
45198,14,54700000,1,4,54700000
45282,17.45,124236000,1,4,124236000
45240,18.58,127551060,1,5,127551060
45254,17.88,22000000,1,4,22000000
45289,14,81698000,1,5,81698000
45226,5,129489870,3,4,43163290
45268,18.02,15000000,1,2,15000000
45009,17.99,12000000,1,1,12000000
45247,16.9,308000000,1,4,308000000
45296,5,64322000,1,5,64322000
45212,17.74,40000000,1,5,40000000
45254,5,35500000,1,5,35500000
44960,20.92,531776580,6,4,88629430
45261,5,553737130,5,5,110747426
44960,17.89,237900000,2,3,118950000
45296,14,164172000,2,4,82086000
45205,16.75,106880000,1,3,106880000
45254,15.5,85700000,1,3,85700000
45254,5,59875000,1,5,59875000
45016,20.82,1523630000,6,5,253938333.3
45198,4.9,73000000,1,3,73000000
45198,17.25,50000000,1,3,50000000
45107,17.98,1147900000,5,5,229580000
45289,20.39,420000000,1,4,420000000
45240,18.86,200000000,1,3,200000000
45247,14,27849800,1,5,27849800
45240,18.5,58000000,1,3,58000000
44960,17.2,718479000,4,3,179619750
45268,16.55,156000000,1,4,156000000
45268,17.6,192715600,1,4,192715600
45128,20.32,98935750,1,5,98935750
45296,19,20000000,1,3,20000000
45261,14.35,760739000,7,4,108677000
45198,17.05,85000000,1,4,85000000
45184,21.12,184200000,2,4,92100000
45226,16.55,135000000,1,4,135000000
45205,3.8,119000000,1,4,119000000
45240,14,182780000,2,4,91390000
45261,18.81,158534860,1,4,158534860
45142,17.05,80000000,1,3,80000000
45261,16.15,90000000,1,4,90000000
45261,9.3,100000000,1,4,100000000
44946,16,105000000,1,3,105000000
45233,9.9,45500000,1,5,45500000
45191,22.26,105000000,1,4,105000000
45268,14,79400000,1,4,79400000
45233,17.6,157115400,1,4,157115400
45240,19.35,70000000,1,1,70000000
45198,7.25,1780000000,2,4,890000000
45275,14,100000000,1,4,100000000
45289,16.9,25000000,1,1,25000000
45219,9.9,175400000,2,5,87700000
44960,21.03,154400000,5,3,30880000
45240,16.9,128600000,1,3,128600000
45247,19.85,35531600,1,3,35531600
45268,18.5,90000000,1,4,90000000
45275,15.4,404721800,1,4,404721800
44953,20.92,140000000,1,3,140000000
45282,13.93,90000000,2,3,45000000
45212,14.94,104139000,2,5,52069500
45226,13.52,432574000,5,4,86514800
45233,19.3,15800000,1,3,15800000
45198,17.55,300000000,1,3,300000000
45226,17.88,79684190,1,4,79684190
45261,16.9,90000000,1,3,90000000
45219,18.58,210000000,1,5,210000000
45240,14,121800000,1,4,121800000
45198,18.05,250000000,1,4,250000000
45205,17.6,120000000,1,3,120000000
45219,9.25,95000000,1,4,95000000
45289,14,121800000,1,4,121800000
45261,18.25,50000000,1,3,50000000
45219,18.05,202160000,1,4,202160000
45205,18.05,450000000,1,4,450000000
45247,14,128063100,1,4,128063100
45009,16.27,86600000,2,1,43300000
45289,17.75,200000000,1,4,200000000
45205,16.74,132400000,2,3,66200000
45198,14,99610000,2,4,49805000
45261,16.75,15000000,1,1,15000000
45261,18,70000000,1,3,70000000
45296,11.22,40000000,1,5,40000000
45219,7.31,143896000,1,4,143896000
45289,14,32860000,1,4,32860000
45261,17.88,12000000,1,4,12000000
45289,18.05,15500000,1,1,15500000
45212,18,36000000,1,3,36000000
45254,18.55,251139630,1,4,251139630
45135,19.79,584839220,4,5,146209805
45261,14.74,67799000,1,4,67799000
45240,14,34280000,1,5,34280000
45254,14,96000000,1,4,96000000
45247,14,94000000,1,3,94000000
45275,11.41,174083000,1,5,174083000
45233,14,75900000,1,4,75900000
44981,18.86,4198926910,67,5,62670550.9
45247,8.9,78000000,1,5,78000000
45191,18.8,20000000,1,1,20000000
45233,18.3,133000000,1,4,133000000
44939,22.08,60000000,1,5,60000000
45254,16.75,45000000,1,4,45000000
45296,17.88,5221598,1,2,5221598
45289,6.9,304640000,1,4,304640000
45289,18.02,30000000,1,5,30000000
45233,16.85,243989200,1,3,243989200
45261,18.26,190000000,1,3,190000000
45261,17.91,250000000,1,4,250000000
45240,8.8,82060000,1,5,82060000
45261,14.3,70600000,1,4,70600000
45219,19.11,100000000,1,4,100000000
45226,15.5,23800000,1,3,23800000
45247,18.05,401889850,1,4,401889850
45247,16.9,85000000,1,4,85000000
45212,14,86320000,1,4,86320000
45247,14,89000000,1,4,89000000
45233,20.35,54600000,1,4,54600000
45219,14,25000000,1,3,25000000
45275,15.6,226220000,2,4,113110000
45261,5,125280000,1,5,125280000
45093,18,15000000,1,2,15000000
45254,14,35600000,1,4,35600000
45233,18.2,30000000,1,1,30000000
45205,14,78730000,1,4,78730000
45219,18,75000000,1,1,75000000
45247,9.42,318347900,4,5,79586975
45233,15.5,30000000,1,3,30000000
45289,17.6,142800000,1,4,142800000
44967,20.84,100000000,1,5,100000000
45261,14,61475770,1,4,61475770
45261,8.9,66200000,1,4,66200000
44960,21.04,1662492360,8,4,207811545
45296,20.98,20800000,1,2,20800000
45198,15.07,55200000,1,2,55200000
45261,13.58,121800000,1,3,121800000
45289,13.25,55000000,1,4,55000000
45289,7.7,62000000,1,5,62000000
45226,14,190800000,2,4,95400000
45233,20.6,105000000,1,3,105000000
45198,18.75,90000000,1,3,90000000
45254,8.8,121200000,1,5,121200000
45233,16.77,386985130,2,4,193492565
45282,16.55,130000000,1,4,130000000
45296,17.88,5000000,1,2,5000000
45261,5.8,164500000,1,3,164500000
45240,17.45,160435800,1,4,160435800
45268,14,251045800,3,4,83681933.33
45247,5,99000000,1,4,99000000
45205,16.9,224949700,1,3,224949700
45205,14.3,136000000,1,5,136000000
45191,17.55,63000000,1,4,63000000
45219,5,44226300,1,3,44226300
45226,18.17,167940000,1,3,167940000
45114,16.71,466000000,2,4,233000000
45289,5,54300000,1,4,54300000
45275,17.6,125200000,1,4,125200000
45219,8.8,183771020,2,5,91885510
45261,8.8,83400000,1,5,83400000
45268,18.16,175000000,1,2,175000000
45254,18.45,165200000,1,4,165200000
45261,14,125280000,1,4,125280000
45289,17.88,63000000,1,5,63000000
45226,13.52,91440000,1,3,91440000
45289,16.7,69000000,1,4,69000000
45226,19.35,245400000,1,3,245400000
45198,5.75,72192000,1,5,72192000
45282,14,125280000,1,4,125280000
45128,14.22,239821800,2,4,119910900
45247,9.9,53270000,1,5,53270000
45114,17.65,100000000,1,4,100000000
45205,14,24600000,1,5,24600000
45226,21.85,167146950,1,3,167146950
45226,17.6,196000000,1,4,196000000
45198,19.2,70000000,1,4,70000000
45219,8.6,87068040,1,4,87068040
45205,14,61700000,1,4,61700000
45058,19.6,276490000,3,4,92163333.33
45275,16.45,200000000,1,4,200000000
45282,7.7,78000000,1,5,78000000
45254,16.04,70000000,1,2,70000000
45198,13.54,180000000,2,3,90000000
